FacultyID,FirstName,LastName,Email,Title,DepartmentID,OfficeLocation,PhoneNumber
285,Jerry,James,mckeetodd@example.net,Lecturer,3,"Building C, Room 297",+1-512-638-7800
286,Matthew,Long,andrewsutton@example.com,Associate Professor,3,"Building C, Room 278",+1-743-884-0460x8432
287,Diane,Miller,rmeyer@example.net,Lecturer,10,"Building D, Room 114",+1-536-439-2649x5782
288,Bianca,Sutton,michelleparker@example.net,Assistant Professor,1,"Building D, Room 330",226.729.2518x81252
289,Nicole,Gutierrez,vturner@example.net,Assistant Professor,4,"Building A, Room 137",001-542-531-2209x9499
290,Jerry,Johnson,wattsthomas@example.net,Professor,1,"Building A, Room 388",+1-875-226-7722x330
291,Sara,Clements,juliamcneil@example.org,Associate Professor,4,"Building B, Room 109",827-297-5736
292,Cathy,Holloway,phillip99@example.net,Professor,10,"Building A, Room 217",208.517.7038x86086
293,Kelly,Sanders,kim47@example.org,Associate Professor,4,"Building A, Room 315",(449)808-2771x81298
294,Robert,Hayes,shawnmosley@example.org,Lecturer,8,"Building C, Room 256",814.452.1117x518
295,Nicholas,James,rhondacunningham@example.net,Lecturer,5,"Building A, Room 146",(622)420-6447
296,David,Anderson,adamcannon@example.org,Lecturer,2,"Building C, Room 194",877.980.9733x977
297,Christopher,Greene,nicoleramirez@example.net,Assistant Professor,3,"Building D, Room 391",+1-230-622-0502
298,Mark,Miller,butlergregory@example.net,Associate Professor,5,"Building D, Room 110",799-898-2795x0145
299,Lori,Chang,carterdennis@example.net,Associate Professor,10,"Building D, Room 137",358-968-3390x198
300,Jennifer,Jacobs,ronald54@example.net,Associate Professor,8,"Building C, Room 317",001-995-429-9787
301,Nicole,Hall,tiffany01@example.org,Professor,8,"Building B, Room 309",513.696.6055x830
302,Jonathan,Jones,william50@example.org,Professor,1,"Building C, Room 203",+1-455-969-9023x55770
303,Eric,Murray,steven60@example.net,Lecturer,4,"Building D, Room 232",295-788-0395x5124
304,Tonya,Sims,ashleyprice@example.net,Lecturer,5,"Building D, Room 226",745-904-6173
305,Maria,Turner,gregory50@example.org,Associate Professor,1,"Building D, Room 386",978-607-8235
306,Kimberly,Thomas,shortsharon@example.net,Associate Professor,9,"Building B, Room 150",(230)376-8104
307,Mathew,Small,meyerdonna@example.com,Professor,8,"Building A, Room 313",7949353344
308,Emily,Nelson,joshuasmith@example.net,Assistant Professor,7,"Building A, Room 200",+1-481-638-5854
309,Audrey,Jackson,christina58@example.com,Professor,10,"Building B, Room 281",8208701601
310,Harold,Carlson,tjensen@example.com,Assistant Professor,9,"Building A, Room 154",981.679.2171
311,Gabrielle,Mckinney,oruiz@example.org,Assistant Professor,8,"Building C, Room 248",+1-345-762-5577x017
312,Timothy,Singleton,katrina99@example.org,Assistant Professor,9,"Building A, Room 236",516.415.8148x76963
313,Terri,Reyes,jared96@example.com,Associate Professor,4,"Building A, Room 216",001-958-732-1971
314,Angela,Short,kylesullivan@example.net,Associate Professor,9,"Building C, Room 162",296-457-0132
315,Donna,Chavez,peter97@example.org,Lecturer,9,"Building B, Room 174",254.894.6519
316,Melanie,Phelps,woodana@example.org,Associate Professor,2,"Building C, Room 309",8857140369
317,Jennifer,Sullivan,qgardner@example.org,Assistant Professor,2,"Building C, Room 116",223.486.5624x2201
318,Jennifer,Tucker,iproctor@example.org,Lecturer,3,"Building B, Room 251",(867)996-9278
319,Paul,Perez,kjacobs@example.com,Professor,7,"Building D, Room 297",001-338-946-8950x0975
320,Suzanne,Miller,steven18@example.net,Professor,8,"Building A, Room 276",737-218-9490
321,Taylor,Hunt,vberry@example.com,Professor,6,"Building B, Room 255",(444)220-9494x079
322,Diana,Carter,mitchellchristopher@example.net,Associate Professor,5,"Building A, Room 183",344-429-4440
323,Renee,Stevenson,lwood@example.com,Professor,1,"Building D, Room 217",001-837-828-0512x927
324,John,Alexander,jasonnavarro@example.com,Associate Professor,8,"Building A, Room 356",9415027674
325,Noah,Thornton,hbaker@example.com,Lecturer,7,"Building C, Room 310",7478658018
326,Cheryl,Pearson,matthew41@example.com,Associate Professor,1,"Building A, Room 385",+1-296-373-9385x2580
327,Alexander,Davis,jenningsmichael@example.net,Lecturer,8,"Building C, Room 117",343-400-9109x3911
328,Nicholas,Gallagher,pauladominguez@example.com,Professor,3,"Building C, Room 293",871-774-6542x1406
329,Wendy,Scott,gregory17@example.org,Associate Professor,1,"Building B, Room 321",+1-662-371-2863x917
330,Austin,Jones,kimberly07@example.org,Associate Professor,3,"Building C, Room 231",+1-800-864-2569x0877
331,Megan,Norman,fernandezaaron@example.net,Professor,8,"Building A, Room 154",001-371-998-5546x01585
332,Kathleen,Roberts,gregorywilliams@example.com,Assistant Professor,3,"Building D, Room 365",+1-534-961-5717x32030
333,Paul,Sparks,victor70@example.org,Associate Professor,3,"Building B, Room 261",205-406-1387x82931
334,Tracy,Smith,sanchezdeborah@example.org,Lecturer,1,"Building C, Room 154",(304)317-9291
335,Tyler,Lloyd,bryanharris@example.com,Lecturer,2,"Building C, Room 107",001-365-319-8253x0925
336,Joshua,Todd,heathertran@example.com,Professor,9,"Building C, Room 354",990.321.9620
337,Adam,White,mannbrittney@example.com,Professor,8,"Building B, Room 348",(472)932-4876x32909
338,Cheryl,Miller,michael08@example.org,Assistant Professor,5,"Building C, Room 150",918.519.5883
339,Joshua,Lee,ginaschmitt@example.com,Professor,8,"Building B, Room 390",222.300.5436x4597
340,Joy,Buckley,ericjohnson@example.net,Lecturer,8,"Building B, Room 387",713-579-9563
341,Kimberly,Nguyen,youngrobert@example.org,Lecturer,4,"Building D, Room 264",(831)779-7062x3972
342,Derek,Cortez,theresa35@example.org,Associate Professor,5,"Building B, Room 322",4907421776
343,Jeffrey,Phillips,kristinelittle@example.net,Assistant Professor,2,"Building C, Room 362",(998)931-6873
344,Joshua,Blair,johnhamilton@example.org,Professor,7,"Building A, Room 246",001-229-806-0078
345,Amanda,Mendoza,chavezjohn@example.net,Lecturer,3,"Building D, Room 384",001-206-932-5431x07427
346,Steven,Taylor,xlopez@example.net,Lecturer,2,"Building B, Room 296",501.365.8046x498
347,Christine,Rogers,robertsonrenee@example.com,Lecturer,10,"Building C, Room 294",4163579055
348,Ann,Ayala,tinaallen@example.org,Assistant Professor,7,"Building D, Room 119",+1-779-733-5548x6401
349,Shaun,Mason,harrisonamanda@example.net,Professor,5,"Building B, Room 355",379-451-3711x6241
350,Joshua,Terry,nhernandez@example.net,Associate Professor,9,"Building B, Room 152",+1-304-268-2756x7043
351,Monica,Hall,robert55@example.com,Lecturer,3,"Building D, Room 379",001-488-677-4924
352,Jeremy,Watson,kayla02@example.com,Professor,10,"Building B, Room 219",272-792-8422x2231
353,Autumn,Alexander,jack80@example.net,Assistant Professor,7,"Building D, Room 323",952-757-8284x10672
354,Eric,Cordova,deborah47@example.com,Professor,2,"Building C, Room 308",001-892-597-5170x28140
355,Sean,Davis,franklinjames@example.net,Associate Professor,9,"Building D, Room 336",843.501.8718
356,Tracy,Morrison,kerrmichael@example.org,Professor,7,"Building A, Room 345",001-365-565-0455x478
357,Jessica,Wallace,slara@example.org,Associate Professor,4,"Building B, Room 128",001-366-829-9123x4785
358,Christopher,Ortiz,robert87@example.net,Professor,2,"Building C, Room 392",001-623-626-4870
359,Troy,Singh,anthonysmith@example.com,Assistant Professor,6,"Building B, Room 227",771-946-2730x1471
360,Ariana,Oneill,hmccann@example.com,Professor,10,"Building D, Room 140",690.742.9025x72520
361,Robert,Barr,brandon48@example.net,Associate Professor,2,"Building A, Room 264",783-621-9285
362,Joseph,Wolfe,cody95@example.org,Professor,6,"Building B, Room 175",3285457652
363,Eric,Walker,laurahansen@example.net,Assistant Professor,5,"Building B, Room 126",488.916.7112x07545
364,Pamela,Harper,gerald40@example.net,Professor,6,"Building C, Room 267",332-823-4232
365,Hannah,Bowers,smithtodd@example.com,Associate Professor,9,"Building A, Room 272",6312089071
366,Carl,Contreras,pattonsamantha@example.org,Professor,10,"Building A, Room 289",001-732-750-1249
367,Ethan,Mason,williamjones@example.net,Associate Professor,2,"Building D, Room 292",001-408-933-4280x13875
368,Emily,Rodriguez,tina63@example.net,Assistant Professor,5,"Building D, Room 381",961.751.7182
369,Janet,Hawkins,millertristan@example.com,Professor,5,"Building C, Room 395",779-447-3864x6317
370,Alexander,Craig,sandersalexandra@example.net,Assistant Professor,4,"Building A, Room 286",712-566-9121
371,Matthew,Larson,bmartinez@example.net,Assistant Professor,8,"Building C, Room 197",449.994.6579x6784
372,Daniel,King,ihall@example.org,Assistant Professor,8,"Building B, Room 168",401-670-2695
373,Christy,Davis,guerreroapril@example.com,Lecturer,1,"Building B, Room 135",234.877.8485x880
374,Nicole,Wilson,yedwards@example.com,Assistant Professor,4,"Building C, Room 326",900.328.4276x246
375,Ashley,Henry,kalvarez@example.net,Lecturer,1,"Building B, Room 300",7642796954
376,Anthony,Williams,michael90@example.net,Associate Professor,2,"Building A, Room 172",361-365-5650x33349
377,Misty,Wilson,andrewnguyen@example.com,Professor,8,"Building A, Room 228",+1-769-386-4079x05696
378,Lindsey,Garcia,matthewshaw@example.net,Professor,8,"Building B, Room 124",629-845-6371x83440
379,Linda,Weber,robbinsbelinda@example.net,Assistant Professor,3,"Building C, Room 328",741-598-7635x14846
380,Robert,King,jpowers@example.org,Lecturer,3,"Building B, Room 201",8822973748
381,Alexa,Diaz,johnfrancis@example.com,Associate Professor,3,"Building A, Room 143",(365)413-6442x49363
382,James,Sanchez,steven86@example.com,Assistant Professor,1,"Building A, Room 116",+1-203-224-2044x8207
383,Michele,Miller,michelle65@example.net,Associate Professor,9,"Building C, Room 111",+1-316-523-1981x89847
384,Carol,Mejia,mark96@example.net,Associate Professor,8,"Building C, Room 363",001-236-932-1234x7649
385,Amanda,Lyons,stewartrodney@example.net,Assistant Professor,5,"Building A, Room 314",242.257.5409
386,Hannah,Mccormick,johnnycruz@example.net,Professor,6,"Building D, Room 297",001-551-683-7606x441
387,Jason,Zamora,zwelch@example.net,Lecturer,9,"Building B, Room 188",(704)817-7656x12481
388,Carrie,Li,shawn00@example.net,Lecturer,10,"Building A, Room 125",+1-527-420-6345x9112
389,Melanie,Jennings,shannon24@example.org,Assistant Professor,10,"Building D, Room 298",+1-295-543-1652x66930
390,Rebecca,Mccann,josechristian@example.org,Professor,7,"Building B, Room 185",(896)994-2152x9108
391,Margaret,Snyder,jenniferlee@example.com,Associate Professor,7,"Building B, Room 216",476-226-3934x3626
392,Kelly,Green,xsolomon@example.net,Assistant Professor,9,"Building C, Room 275",+1-371-207-2563x66941
393,Brett,Galvan,modonnell@example.net,Lecturer,2,"Building C, Room 314",+1-200-448-9646x528
394,Jorge,Gordon,natalie21@example.com,Professor,2,"Building C, Room 202",001-886-624-1502x745
395,Raven,Baker,zachary62@example.com,Professor,8,"Building C, Room 207",001-672-487-0320x3207
396,Janice,Graham,wwilliams@example.net,Lecturer,2,"Building C, Room 392",+1-577-671-2151
397,Henry,Jackson,anna93@example.net,Assistant Professor,8,"Building B, Room 282",7892261371
398,Justin,Zavala,longbrittany@example.org,Assistant Professor,7,"Building C, Room 103",720-417-7749x05097
399,Jason,Williams,marcus01@example.net,Professor,6,"Building A, Room 309",+1-861-864-2361x032
400,Justin,Goodwin,davidhenry@example.com,Professor,10,"Building D, Room 326",001-649-825-1583x7767
401,Christopher,Henderson,christina66@example.org,Associate Professor,2,"Building B, Room 350",3856732788
402,Taylor,Miller,ievans@example.net,Assistant Professor,2,"Building D, Room 195",838-864-9081x0818
403,Cody,Guerrero,michael91@example.net,Assistant Professor,7,"Building B, Room 128",6177226016
404,Brenda,Gibson,qhanson@example.com,Associate Professor,1,"Building A, Room 344",(232)219-4168
405,Randall,Smith,zstevens@example.net,Lecturer,9,"Building D, Room 335",001-597-349-9564x1220
406,Lisa,Horton,micheleclark@example.net,Assistant Professor,9,"Building B, Room 164",(936)883-1472
407,Andrew,Martin,joannewallace@example.com,Associate Professor,1,"Building C, Room 241",807.893.3496x0501
408,Melinda,Mclaughlin,benjamin67@example.net,Lecturer,2,"Building D, Room 245",001-797-330-8069
409,Joseph,Wong,nwilson@example.net,Associate Professor,5,"Building A, Room 292",(576)702-4375x738
410,Sandra,Castaneda,sanderson@example.net,Professor,9,"Building C, Room 239",001-466-557-2934x172
411,Eric,Vasquez,fhahn@example.com,Assistant Professor,10,"Building A, Room 160",438.200.5452
412,Lindsay,Morgan,williamsondavid@example.org,Professor,6,"Building C, Room 110",945.350.8428x9107
413,Theresa,Harrington,colonbobby@example.org,Associate Professor,2,"Building A, Room 298",(313)452-4787
414,Deborah,Cook,davidharris@example.com,Lecturer,4,"Building C, Room 171",001-403-875-4821x45653
415,Kristin,Taylor,agutierrez@example.com,Lecturer,6,"Building A, Room 342",250.872.0811x55626
416,Katherine,Keller,rachelbrown@example.net,Professor,10,"Building C, Room 325",001-484-866-8455x048
417,Sean,Harris,zterry@example.net,Professor,10,"Building A, Room 340",(334)610-8562x8843
418,Adrienne,Sherman,andrewzamora@example.net,Associate Professor,3,"Building D, Room 361",001-643-746-8105
419,David,Sherman,westashley@example.org,Professor,5,"Building B, Room 146",453.899.8935x449
420,April,Wright,zachary35@example.com,Assistant Professor,1,"Building A, Room 198",926-561-1062
421,Sean,Wood,hchapman@example.com,Lecturer,10,"Building A, Room 160",997-467-7622x827
422,Tammy,Palmer,bensonstanley@example.org,Assistant Professor,10,"Building C, Room 277",001-428-351-9611x5940
423,Nathan,Ritter,kelly02@example.org,Associate Professor,1,"Building D, Room 102",001-360-744-3270
424,Carlos,Williams,kberry@example.com,Lecturer,3,"Building B, Room 368",867-892-2877x72519
425,Jesse,Foster,rubiopamela@example.net,Lecturer,9,"Building A, Room 167",212-509-4818x139
426,Karen,Shaw,martinezsharon@example.org,Associate Professor,5,"Building B, Room 366",7438397189
427,Brianna,Henry,morganhenry@example.org,Professor,8,"Building C, Room 222",456.641.1182x42241
428,Stephanie,Gregory,mendezmark@example.org,Lecturer,9,"Building C, Room 325",001-204-561-5265x461
429,John,Harper,trevorgoodwin@example.com,Lecturer,10,"Building A, Room 139",240-857-8617
430,Cynthia,Mcintyre,adamstabitha@example.net,Professor,5,"Building C, Room 325",538-424-9671
431,Nathaniel,Galloway,amandahenderson@example.net,Lecturer,6,"Building D, Room 350",600.879.4200x749
432,Yvette,Kirby,brendadixon@example.org,Professor,10,"Building B, Room 136",(689)814-1612
433,Jason,Wagner,nicole54@example.net,Lecturer,5,"Building A, Room 180",943.255.3795x020
434,Rachel,Chambers,speters@example.net,Associate Professor,8,"Building A, Room 323",868.411.8071x5695
435,Mary,Cain,martinezmitchell@example.org,Associate Professor,3,"Building B, Room 155",903.704.5319x433
436,Benjamin,Vasquez,adrianjoyce@example.net,Lecturer,2,"Building D, Room 336",(314)498-7283x9992
437,Julie,Anderson,nicoledaniel@example.com,Professor,6,"Building D, Room 246",208.794.8706
438,Ryan,Carney,david87@example.com,Lecturer,8,"Building D, Room 158",(580)730-4687x506
439,Christopher,Armstrong,mooneyjeremiah@example.net,Assistant Professor,9,"Building A, Room 144",(713)632-5411x07609
440,John,Wells,marissa58@example.org,Professor,5,"Building B, Room 290",299-271-7911
441,Nicholas,Wu,pattonbryan@example.com,Assistant Professor,6,"Building D, Room 106",6498611080
442,Richard,Williamson,mhall@example.net,Professor,10,"Building A, Room 130",+1-707-567-6991x507
443,Daniel,Smith,watkinsmary@example.net,Assistant Professor,10,"Building B, Room 259",(584)456-7972
444,Laura,Brown,breanna85@example.com,Assistant Professor,5,"Building B, Room 138",001-782-227-4954
445,Zachary,Sandoval,brianhunter@example.net,Assistant Professor,2,"Building D, Room 357",9659333153
446,Carol,Rivera,christina65@example.org,Associate Professor,7,"Building B, Room 323",570-573-0337
447,Timothy,Tate,lindsay63@example.com,Professor,1,"Building A, Room 116",(405)601-5081
448,Scott,Welch,bradley03@example.org,Lecturer,2,"Building D, Room 262",323-242-5832x3024
449,Marie,Taylor,morganjason@example.com,Lecturer,6,"Building C, Room 173",455.428.9611
450,Laura,Lee,ubenson@example.net,Professor,2,"Building C, Room 159",(930)599-3842x53042
451,Jessica,Mueller,jacksonpaul@example.net,Assistant Professor,5,"Building A, Room 377",001-885-278-7255x87774
452,Jamie,Jacobson,zroy@example.org,Lecturer,4,"Building D, Room 341",766-592-5481x2147
453,Brandy,Marshall,ronald76@example.com,Lecturer,1,"Building D, Room 292",(375)646-0273x415
454,Megan,Hunt,hartmansara@example.org,Associate Professor,10,"Building D, Room 309",615-608-3535
455,Julie,Mack,james92@example.net,Associate Professor,4,"Building C, Room 326",001-484-804-4566x9078
456,Jeremy,Cummings,thomasblack@example.net,Lecturer,7,"Building A, Room 132",001-777-451-5366x37780
457,Barbara,Anderson,porterdonna@example.com,Associate Professor,3,"Building C, Room 157",736-866-8459x09022
458,Tina,Harris,ybrown@example.org,Assistant Professor,10,"Building B, Room 325",915.297.4121x8209
459,Jacob,Jones,ocampbell@example.com,Professor,4,"Building A, Room 198",+1-481-870-5802x56621
460,Timothy,Jones,davidharris@example.com,Professor,9,"Building C, Room 370",001-272-499-4938x743
461,Sean,Summers,aliciakent@example.com,Assistant Professor,4,"Building D, Room 229",879.501.4754x692
462,Hayden,Williamson,qellis@example.org,Assistant Professor,4,"Building B, Room 126",001-991-860-3248x413
463,Victoria,Tran,charles18@example.com,Assistant Professor,1,"Building B, Room 335",(572)843-8070x17656
464,Benjamin,King,markgoodman@example.com,Lecturer,5,"Building C, Room 183",311.483.7274x220
465,Kelly,Nichols,qjackson@example.org,Associate Professor,3,"Building A, Room 356",+1-842-675-2308x37081
466,Scott,George,bartonkatie@example.org,Associate Professor,6,"Building C, Room 261",(333)410-6005x313
467,Jennifer,Williams,ochoamarcus@example.net,Professor,3,"Building D, Room 380",393.786.6133
468,Marcus,Smith,alexander37@example.org,Lecturer,2,"Building C, Room 307",949-350-1364
469,Jennifer,Moody,johnathandavis@example.com,Assistant Professor,8,"Building D, Room 244",+1-862-552-5715x0997
470,Wesley,Bush,hallchristina@example.org,Professor,5,"Building D, Room 178",836-539-1025x7432
471,Dawn,Young,vstevenson@example.org,Assistant Professor,2,"Building D, Room 298",250-586-4035x533
472,Laurie,Horton,cathyjames@example.com,Assistant Professor,5,"Building D, Room 145",(570)417-1302
473,Christopher,Watkins,joelmiller@example.net,Assistant Professor,9,"Building B, Room 305",942.533.6293x449
474,Joseph,Harrington,tapiamichael@example.com,Assistant Professor,1,"Building B, Room 335",(277)868-9627
475,Ronald,Miller,brooke28@example.net,Lecturer,4,"Building A, Room 265",(946)374-7468
476,Mathew,Espinoza,ericlopez@example.org,Lecturer,9,"Building D, Room 313",357.866.6567x49160
477,Sarah,Martin,xkrueger@example.net,Associate Professor,5,"Building A, Room 171",(287)450-6633x705
478,Jose,Gibson,jonathanguzman@example.net,Assistant Professor,1,"Building D, Room 376",(501)816-6918
479,Gabriel,Simmons,vincent86@example.net,Associate Professor,2,"Building B, Room 194",961-219-5243x6402
480,Collin,Ayala,pwarren@example.com,Associate Professor,9,"Building A, Room 201",001-562-425-2237x2817
481,James,Brady,jordanbarrera@example.com,Professor,8,"Building C, Room 313",291.521.4161x415
482,Timothy,Chambers,smithjoseph@example.org,Assistant Professor,8,"Building A, Room 175",+1-890-713-8069x84775
483,Nathan,Wu,lisa56@example.com,Professor,6,"Building B, Room 191",+1-605-551-0762x091
484,Miguel,Montgomery,qrobertson@example.org,Lecturer,1,"Building B, Room 341",9508505739
485,Jocelyn,Bauer,ronnie71@example.net,Lecturer,1,"Building B, Room 324",(949)432-8980x2714
486,Peggy,Friedman,pbates@example.org,Professor,9,"Building A, Room 176",621.516.0256
487,Jennifer,Wade,wadesandra@example.net,Lecturer,10,"Building B, Room 202",001-571-553-9915x6686
488,Jonathon,Carter,davisjoy@example.org,Associate Professor,6,"Building C, Room 189",001-519-852-5690x4098
489,Tina,Flores,lauren28@example.net,Associate Professor,10,"Building B, Room 242",+1-993-916-0875x243
490,Dylan,Campbell,georgekyle@example.net,Associate Professor,10,"Building C, Room 222",749-473-7460
491,Maria,Clark,isabellawilliams@example.org,Associate Professor,9,"Building B, Room 172",364.620.8656x7566
492,Justin,Leblanc,udavis@example.net,Assistant Professor,9,"Building B, Room 303",4475292774
493,Jeffery,Goodman,coxmelissa@example.org,Lecturer,8,"Building B, Room 183",+1-826-462-0157x20185
494,Courtney,Powell,wilsonrandy@example.com,Associate Professor,7,"Building C, Room 183",001-392-361-7647x501
495,David,May,andrewberry@example.net,Lecturer,4,"Building B, Room 121",341.492.6764x9215
496,Richard,Haynes,ihawkins@example.net,Associate Professor,3,"Building C, Room 396",918.798.1312x9208
497,David,Anderson,denisemiller@example.com,Lecturer,10,"Building B, Room 111",001-601-918-4582x60340
498,Donald,Henry,alexandra59@example.net,Assistant Professor,9,"Building A, Room 342",731.603.0324x32983
499,David,Dean,piercejorge@example.net,Associate Professor,3,"Building C, Room 337",(367)614-6283
500,Wanda,Terry,jenniferelliott@example.net,Lecturer,8,"Building A, Room 218",392.862.5660x93141
