StudentID,BannerID,FirstName,LastName,Email,PhoneNumber,DateOfBirth,Gender,Classification,FirstGenerationStudent,InternationalStudent,CurrentAddress,PermanentAddress,HighSchoolGPA,AdmissionDate,RiskClassification
7792,A1007791,Jacob,Graham,jpoole@example.org,791.708.3233x61552,1993-03-04,F,Sophomore,True,True,"3856 Graham Forks, Nicholasmouth, NY 14350","747 Jones Ports Apt. 658, Lake Katherine, OK 51606",2.91,2024-01-28,Low
741,A1000740,Melissa,Hoffman,ocervantes@example.net,001-484-760-7456,2002-12-12,M,Senior,True,True,"32718 Kelly Mission Suite 098, Lake Davidfort, MA 87403","PSC 0469, Box 0743, APO AP 03236",2.63,2025-07-16,Low
7716,A1007715,Patricia,Anderson,andrew15@example.org,(990)215-5386x141,2005-02-25,F,Junior,True,True,"076 Cervantes Burg Suite 219, Powersberg, CO 53464","19377 Kristina Hills Suite 018, North Christopherview, MT 28839",2.79,2025-08-16,Low
4852,A1004851,Adam,Wong,allen63@example.net,443.718.7779x6691,1991-05-15,M,Senior,False,False,"01960 Charles Extensions Suite 418, New Carlosland, MI 28344","PSC 7727, Box 4949, APO AE 53465",2.24,2025-02-28,Medium
7462,A1007461,Charles,Bowers,idavis@example.net,001-214-580-8443x571,1993-06-21,M,Sophomore,False,False,"39289 Jose Divide Apt. 981, Brittanyview, PR 47395","93250 Brian Union, Jeffreyland, TX 36988",3.69,2025-05-31,Low
3702,A1003701,Aaron,Johnson,jwilson@example.com,211-863-8939x7971,1992-08-16,F,Freshman,True,False,"093 Kimberly Pine, Amandamouth, SC 40451","71052 Travis Expressway Apt. 306, Jillport, PW 17550",3.59,2024-06-09,Low
9369,A1009368,Crystal,Jones,littlejeanne@example.org,861-654-2385x135,1987-04-10,F,Freshman,False,False,"744 Smith Lakes, Phillipsbury, IL 90970","9244 Jimmy Station, East Randy, WI 36623",2.37,2025-06-24,Low
2649,A1002648,Frank,Cross,raymondevans@example.org,001-583-763-7667x356,1983-08-27,M,Freshman,False,False,"66235 Maurice Squares Suite 460, Lake Jessica, ID 87972","545 Sarah Springs, Coxton, NV 60684",2.48,2024-11-08,Low
4879,A1004878,Rachel,Byrd,jacquelinejones@example.com,350-413-8927x801,1999-08-11,M,Senior,True,False,"10219 Pamela Union Apt. 182, Acostafurt, KS 43577","Unit 5657 Box 8295, DPO AE 61636",2.97,2024-10-11,Medium
4588,A1004587,Michael,Porter,jasonhernandez@example.org,830.692.8890,2001-08-15,F,Senior,False,False,"5493 Thompson Mission Apt. 230, Lake Andrewfort, TN 00507","8670 Mccoy Dale, Lisaland, RI 85967",2.12,2024-12-19,Low
2999,A1002998,Carla,Spencer,chanmike@example.net,369-692-8170,2007-02-28,F,Freshman,False,False,"783 Cheryl Station, Kathleentown, WY 88178","5492 Juan Knolls Apt. 589, North Paul, OR 46651",3.13,2024-12-24,Low
2640,A1002639,Carl,Vincent,thomas36@example.org,001-765-327-8298,2001-11-16,M,Freshman,False,False,"6536 Scott Club, Lewisborough, MI 77155","85512 Julie Haven, Knightfort, HI 82609",3.14,2023-09-03,Low
550,A1000549,Zachary,Wyatt,qjohnson@example.com,3434109077,1987-11-12,M,Freshman,False,True,"77376 Cooper Mill, Brownberg, NV 47289","5481 Mcdonald Court, South Richard, CT 45011",2.11,2025-10-02,Medium
9579,A1009578,John,Singleton,amandajohnson@example.com,+1-803-729-5495,1986-09-13,F,Sophomore,True,False,"53979 Marcus Common, Bishopborough, NM 08712","9439 Mills Gardens, New Vincent, NY 52680",2.57,2023-02-14,Low
1526,A1001525,Danny,Russo,tina70@example.org,+1-719-608-0479x49051,1997-06-09,M,Sophomore,False,False,"PSC 8258, Box 1202, APO AA 21962","141 Robertson Junctions, Port Wendystad, MH 58535",2.83,2023-08-27,Low
4680,A1004679,Christine,Parker,haguilar@example.org,001-642-233-6039,1990-05-10,Prefer Not to Say,Sophomore,True,False,"72231 Rodriguez Rest Suite 752, Buchananport, CT 67467","PSC 7347, Box 6242, APO AE 20046",2.84,2025-09-30,Medium
8350,A1008349,Michael,Garrett,brownkathryn@example.net,+1-444-476-9357,2006-04-10,F,Junior,False,True,"2694 Heidi Stream, Curryport, IA 85899","142 Donald Expressway Apt. 967, South Isaac, DE 00571",2.9,2023-04-20,Low
3932,A1003931,Robert,Marshall,angela92@example.com,317-246-2860,2005-04-05,F,Sophomore,True,False,"191 Lindsey Orchard, New Christychester, TX 47387","30273 Smith Trail, Angelashire, FM 92817",2.4,2025-05-01,Low
743,A1000742,Vickie,Burns,michaelramos@example.com,(520)483-1300x161,1982-12-05,M,Senior,False,False,"74166 Clark Camp, Johnsonport, FL 73405","67232 Reyes Streets, Valeriefort, DE 05499",3.16,2024-06-19,Low
9085,A1009084,Derrick,Johnson,whitesusan@example.com,891.662.7886x98649,1990-10-10,M,Junior,False,False,"462 Alexander Rapids, South Amanda, TX 64172","7721 Christopher Skyway Apt. 985, Johnsonhaven, MT 15485",3.48,2022-11-11,Low
6804,A1006803,Brittany,Hernandez,raymondturner@example.net,245.681.1964,2001-03-01,F,Freshman,True,False,"85918 Gomez Viaduct Apt. 877, New Kelly, PA 30017","7660 Kimberly Villages Apt. 125, Lake Dianamouth, IA 42323",2.85,2025-07-17,Low
5787,A1005786,Chelsea,Miller,ccollins@example.net,937.886.5965x16286,1998-02-22,M,Freshman,False,True,"9600 Lisa Estate, Kevinbury, ND 41894","PSC 1736, Box 7108, APO AA 97148",2.63,2023-06-29,Medium
8250,A1008249,Nicholas,White,virginiaclark@example.org,001-812-832-7878,1989-07-01,F,Senior,False,False,"2512 Taylor Mountain, East Ana, MT 30101","607 Newman Crest, West Justin, GA 07366",3.45,2024-11-30,Low
8295,A1008294,Sherry,Allison,bayala@example.org,(818)565-4363x728,1996-10-24,M,Junior,True,False,"63624 Jones Terrace, Mejiaside, ID 51293","685 Jeffrey Ridge, Port Corey, SD 81383",3.0,2023-06-29,Low
5221,A1005220,Timothy,Cohen,gstewart@example.net,3185689593,1986-08-29,F,Sophomore,False,False,"73958 Powell Path Apt. 590, Moonview, AR 44037","Unit 0637 Box 0421, DPO AE 75412",2.93,2022-12-13,Low
2255,A1002254,Joseph,Le,henrypowers@example.com,+1-891-544-3014x387,2006-04-06,F,Junior,False,False,"6439 Mark Inlet Suite 592, Lake Jason, NE 91609","093 Smith Avenue, Stephanieland, TN 05761",2.42,2024-07-07,Low
7277,A1007276,Katrina,Cox,jessebaldwin@example.net,298.269.0070x0368,1981-07-19,M,Junior,True,False,"91380 Ana Junctions, Byrdchester, HI 08276","591 Green Overpass Apt. 456, New Barbara, HI 55821",2.37,2024-10-04,Low
3699,A1003698,Dana,Henson,lewisdustin@example.net,963-471-7082x887,1984-05-23,M,Sophomore,True,False,"00619 Jennifer Cape, Joshuaport, UT 96236","2910 Macdonald Crest Suite 078, Johnfort, WY 25192",3.28,2024-11-27,Low
629,A1000628,Matthew,Harris,nancyrichardson@example.com,998-909-6282x19608,2005-11-02,F,Senior,True,True,"827 Steven Manors Apt. 097, Robinsonhaven, VA 32909","0979 Gordon Islands Suite 004, Wendyton, NV 92809",3.72,2023-06-12,Low
5843,A1005842,Jason,Holden,carlos04@example.org,001-834-985-1427,2004-06-22,M,Sophomore,False,False,"914 Rhonda Courts Suite 666, Bennettport, ID 84061","USNV Greene, FPO AA 22406",3.46,2023-09-17,Low
6127,A1006126,Sarah,Nguyen,rosssandra@example.com,5005458945,2003-12-09,M,Junior,False,False,"328 Kristin Isle Apt. 772, Aaronmouth, SD 99810","9904 Chavez Spring Apt. 123, Vanessashire, KY 82790",3.61,2025-04-05,Low
4519,A1004518,Amy,Thompson,davismary@example.net,676.633.4771x92996,2004-05-27,M,Junior,True,False,"9038 Christopher Villages Suite 958, Adamhaven, HI 20960","Unit 6363 Box 7460, DPO AP 16382",3.99,2025-05-20,Low
3183,A1003182,Ronald,Fleming,chadrandall@example.org,505.348.7133x50757,1986-11-08,F,Sophomore,False,False,"03973 Bruce Stravenue Apt. 245, South Joseph, RI 91951","PSC 3707, Box 8522, APO AE 07154",3.1,2023-08-08,Low
4470,A1004469,April,Clayton,garyhuang@example.net,4619460172,2003-04-14,Non-Binary,Sophomore,False,True,"4091 Lin Freeway Suite 003, Port Scott, NY 32184","627 Oscar Ports, Port Rebecca, GU 42157",3.99,2023-04-15,Low
8928,A1008927,Patrick,Hall,douglas58@example.net,607-739-7442x0109,1980-05-19,M,Freshman,False,False,"925 Arnold Coves, Lesterburgh, OK 60672","916 Martin Coves, South Mikaylaberg, NH 95097",2.9,2024-12-19,Low
9795,A1009794,Logan,Diaz,taylorbarajas@example.net,621.602.8946,2005-04-01,M,Junior,True,False,"USNS Bailey, FPO AA 50596","345 Edward Centers Suite 751, North Deanview, MN 77952",2.85,2022-12-19,Low
2474,A1002473,Charles,Ford,wanderson@example.com,(457)302-4300x2923,1990-05-19,F,Junior,True,False,"550 Mendez Gateway, Scottberg, TN 63128","7169 Ramsey Viaduct, Lake Micheleton, ME 23371",2.6,2024-08-27,Low
